OBJECTID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape__Are,Shape__Len,geo_text,census_Tract,pharm_desert_2020,ID,sourceCountry,ENRICH_FID,aggregationMethod,populationToPolygonSizeRating,apportionmentConfidence,HasData,HAI_CY
647,06,037,208000,06037208000,2080,Census Tract 2080,G5020,S,971170,0,+34.0625684,-118.2560631,1418660.21094,5247.21758164,A06037208000,208000,,46,US,647,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,45
648,06,037,199110,06037199110,1991.10,Census Tract 1991.10,G5020,S,901975,0,+34.0793607,-118.1974043,1318101.37109,5253.59974775,A06037199110,199110,,47,US,648,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,55
649,06,037,293202,06037293202,2932.02,Census Tract 2932.02,G5020,S,1052407,0,+33.8204089,-118.3037589,1528689.99219,5259.98937023,A06037293202,293202,,48,US,649,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,53
650,06,037,104810,06037104810,1048.10,Census Tract 1048.10,G5020,S,1123361,0,+34.2502996,-118.4111792,1648225.56641,5258.80539471,A06037104810,104810,,49,US,650,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,77
651,06,037,274100,06037274100,2741,Census Tract 2741,G5020,S,628045,0,+33.9875224,-118.4489221,915827.90625,5264.23149425,A06037274100,274100,,0,US,651,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,47
652,06,037,124600,06037124600,1246,Census Tract 1246,G5020,S,1120028,0,+34.1620692,-118.4269321,1639929.74219,5274.20198092,A06037124600,124600,,1,US,652,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,50
653,06,037,106403,06037106403,1064.03,Census Tract 1064.03,G5020,S,1105644,0,+34.3060186,-118.4412741,1624357.60938,5283.37592373,A06037106403,106403,,2,US,653,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,56
654,06,037,131400,06037131400,1314,Census Tract 1314,G5020,S,1107141,0,+34.2145917,-118.5316957,1623060.20703,5283.41226228,A06037131400,131400,,3,US,654,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,64
655,06,037,237202,06037237202,2372.02,Census Tract 2372.02,G5020,S,1108042,472,+33.9863341,-118.3100903,1616380.39844,5294.12817133,A06037237202,237202,,4,US,655,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,33
656,06,037,109604,06037109604,1096.04,Census Tract 1096.04,G5020,S,1174875,0,+34.2615445,-118.4653518,1724265.85547,5300.09551151,A06037109604,109604,,5,US,656,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,81
657,06,037,201501,06037201501,2015.01,Census Tract 2015.01,G5020,S,888744,0,+34.0865745,-118.1646554,1298991.33984,5318.53487908,A06037201501,201501,,6,US,657,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,53
658,06,037,181400,06037181400,1814,Census Tract 1814,G5020,S,879185,0,+34.1367194,-118.2088736,1286522.68359,5315.10479442,A06037181400,181400,,7,US,658,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,54
659,06,037,131300,06037131300,1313,Census Tract 1313,G5020,S,1118011,0,+34.2146599,-118.5229633,1638997.95312,5316.33908639,A06037131300,131300,,8,US,659,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,72
660,06,037,194402,06037194402,1944.02,Census Tract 1944.02,G5020,S,589168,0,+34.0850407,-118.3719012,861093.5,5343.8884834,A06037194402,194402,,9,US,660,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,51
661,06,037,131200,06037131200,1312,Census Tract 1312,G5020,S,1128421,0,+34.2147262,-118.5142310,1654264.10156,5347.69850362,A06037131200,131200,,10,US,661,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,73
662,06,037,195202,06037195202,1952.02,Census Tract 1952.02,G5020,S,877982,0,+34.1029474,-118.2785412,1283746.91016,5353.37837607,A06037195202,195202,,11,US,662,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,53
663,06,037,106405,06037106405,1064.05,Census Tract 1064.05,G5020,S,1171734,0,+34.3146862,-118.4482857,1721808.48047,5354.9625594,A06037106405,106405,,12,US,663,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,51
664,06,037,128602,06037128602,1286.02,Census Tract 1286.02,G5020,S,1134338,0,+34.1712144,-118.4356063,1661237.07031,5362.01580683,A06037128602,128602,,13,US,664,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,57
665,06,037,265410,06037265410,2654.10,Census Tract 2654.10,G5020,S,563022,0,+34.0669747,-118.4644155,822529.464844,5368.70912392,A06037265410,265410,,14,US,665,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,42
666,06,037,294302,06037294302,2943.02,Census Tract 2943.02,G5020,S,840310,0,+33.7848764,-118.2782902,1219598.51953,5376.52525389,A06037294302,294302,,15,US,666,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,66
667,06,037,131010,06037131010,1310.10,Census Tract 1310.10,G5020,S,1056713,9979,+34.2147349,-118.5382540,1563768.49219,5380.01005297,A06037131010,131010,,16,US,667,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,49
668,06,037,104320,06037104320,1043.20,Census Tract 1043.20,G5020,S,1212169,0,+34.2731324,-118.4202492,1779481.89453,5394.83675101,A06037104320,104320,,17,US,668,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,62
669,06,037,119900,06037119900,1199,Census Tract 1199,G5020,S,1052206,0,+34.2278369,-118.4412802,1543004.75781,5409.28296886,A06037119900,119900,,18,US,669,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,78
670,06,037,108101,06037108101,1081.01,Census Tract 1081.01,G5020,S,1128633,0,+34.2793058,-118.5416524,1657090.83203,5417.49536101,A06037108101,108101,,19,US,670,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,92
671,06,037,107020,06037107020,1070.20,Census Tract 1070.20,G5020,S,994806,0,+34.2975505,-118.4504794,1461227.15234,5418.8942355,A06037107020,107020,,20,US,671,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,82
672,06,037,111205,06037111205,1112.05,Census Tract 1112.05,G5020,S,1141319,17739,+34.2543903,-118.5351305,1700728.14062,5430.26048062,A06037111205,111205,,21,US,672,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,64
673,06,037,123420,06037123420,1234.20,Census Tract 1234.20,G5020,S,778597,8126,+34.1930330,-118.4146718,1152758.21875,5438.72479951,A06037123420,123420,,22,US,673,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,39
674,06,037,125600,06037125600,1256,Census Tract 1256,G5020,S,1022595,0,+34.1578942,-118.3568615,1497117.67188,5455.75134872,A06037125600,125600,,23,US,674,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,43
675,06,037,108104,06037108104,1081.04,Census Tract 1081.04,G5020,S,826020,0,+34.2943135,-118.5460083,1213212.08984,5450.28258387,A06037108104,108104,,24,US,675,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,95
676,06,037,214501,06037214501,2145.01,Census Tract 2145.01,G5020,S,752344,0,+34.0712362,-118.3578948,1099231.24609,5172.77329862,A06037214501,214501,,25,US,676,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,30
677,06,037,272100,06037272100,2721,Census Tract 2721,G5020,S,1199290,0,+34.0037101,-118.4422881,1749489.10938,5454.44713174,A06037272100,272100,,26,US,677,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,42
678,06,037,234700,06037234700,2347,Census Tract 2347,G5020,S,742058,0,+33.9872213,-118.3276852,1082075.23828,5453.11051671,A06037234700,234700,,27,US,678,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,42
679,06,037,197200,06037197200,1972,Census Tract 1972,G5020,S,744116,32985,+34.0907632,-118.2343586,1135911.69141,5466.58644886,A06037197200,197200,,28,US,679,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,48
680,06,037,104201,06037104201,1042.01,Census Tract 1042.01,G5020,S,1090103,0,+34.2865005,-118.4160998,1600788.33984,5470.88637578,A06037104201,104201,,29,US,680,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,63
681,06,037,121802,06037121802,1218.02,Census Tract 1218.02,G5020,S,950694,0,+34.2192141,-118.3913636,1393863.1875,5508.66658792,A06037121802,121802,,30,US,681,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,62
682,06,037,119800,06037119800,1198,Census Tract 1198,G5020,S,1236126,5942,+34.2329132,-118.4291943,1821688.37109,5514.11257971,A06037119800,119800,,31,US,682,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,66
683,06,037,535200,06037535200,5352,Census Tract 5352,G5020,S,865476,0,+33.9512593,-118.2508919,1260985.16406,6592.65521819,A06037535200,535200,,32,US,683,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
684,06,037,217200,06037217200,2172,Census Tract 2172,G5020,S,919065,0,+34.0495840,-118.3424594,1342137.09375,5523.17073309,A06037217200,217200,,33,US,684,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,37
685,06,037,109200,06037109200,1092,Census Tract 1092,G5020,S,1191362,0,+34.2779946,-118.4746349,1749129.58594,5543.8896884,A06037109200,109200,,34,US,685,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,97
686,06,037,123901,06037123901,1239.01,Census Tract 1239.01,G5020,S,1291196,0,+34.1854544,-118.3937977,1891589.53125,5545.04911851,A06037123901,123901,,35,US,686,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,56
687,06,037,216900,06037216900,2169,Census Tract 2169,G5020,S,1094559,0,+34.0499363,-118.3631083,1598428.19531,5561.89118868,A06037216900,216900,,36,US,687,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,42
688,06,037,127300,06037127300,1273,Census Tract 1273,G5020,S,1059237,0,+34.2083989,-118.4697657,1552605.85547,5562.35569219,A06037127300,127300,,37,US,688,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,46
689,06,037,101110,06037101110,1011.10,Census Tract 1011.10,G5020,S,1142401,0,+34.2594737,-118.2929869,1676518.61719,5565.41115936,A06037101110,101110,,38,US,689,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,58
690,06,037,277200,06037277200,2772,Census Tract 2772,G5020,S,1041838,0,+33.9526286,-118.3822385,1517989.95703,5574.57698561,A06037277200,277200,,39,US,690,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,53
691,06,037,134901,06037134901,1349.01,Census Tract 1349.01,G5020,S,1053137,8888,+34.1873507,-118.5606591,1555911.05469,5597.43820843,A06037134901,134901,,40,US,691,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,76
692,06,037,224020,06037224020,2240.20,Census Tract 2240.20,G5020,S,1232335,0,+34.0304827,-118.2686569,1798819.19922,5608.3073001,A06037224020,224020,,41,US,692,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
693,06,037,267901,06037267901,2679.01,Census Tract 2679.01,G5020,S,1119642,0,+34.0564560,-118.4137159,1635310.23047,5592.74704695,A06037267901,267901,,42,US,693,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,61
694,06,037,197300,06037197300,1973,Census Tract 1973,G5020,S,654245,0,+34.0811373,-118.2520467,956123.484375,5609.81260451,A06037197300,197300,,43,US,694,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,51
695,06,037,134302,06037134302,1343.02,Census Tract 1343.02,G5020,S,1299628,7244,+34.2136956,-118.6209257,1915848.39062,5632.50248546,A06037134302,134302,,44,US,695,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,85
696,06,037,277100,06037277100,2771,Census Tract 2771,G5020,S,1234119,0,+33.9652179,-118.3783987,1798676.82812,5635.05288362,A06037277100,277100,,45,US,696,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,82
697,06,037,293302,06037293302,2933.02,Census Tract 2933.02,G5020,S,1119337,0,+33.8016119,-118.3042086,1625200.32422,5639.69961571,A06037293302,293302,,46,US,697,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,64
698,06,037,141102,06037141102,1411.02,Census Tract 1411.02,G5020,S,766382,12522,+34.1494929,-118.4318823,1140113.25,5653.88100476,A06037141102,141102,,47,US,698,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,43
699,06,037,122122,06037122122,1221.22,Census Tract 1221.22,G5020,S,1017281,15394,+34.2197648,-118.3736105,1514082.125,5656.02956584,A06037122122,122122,,48,US,699,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,36
700,06,037,276500,06037276500,2765,Census Tract 2765,G5020,S,1191958,0,+33.9665412,-118.4180348,1737284.24219,5657.42213216,A06037276500,276500,,49,US,700,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,58
701,06,037,104703,06037104703,1047.03,Census Tract 1047.03,G5020,S,1168596,0,+34.2552266,-118.4005897,1714806.05859,5665.24558449,A06037104703,104703,,0,US,701,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,45
702,06,037,187200,06037187200,1872,Census Tract 1872,G5020,S,918311,33035,+34.1054563,-118.2468522,1391022.8125,5734.67130851,A06037187200,187200,,1,US,702,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,61
703,06,037,203300,06037203300,2033,Census Tract 2033,G5020,S,1489012,2852,+34.0588723,-118.2077883,2179134.99609,5748.91370124,A06037203300,203300,,2,US,703,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,49
704,06,037,291210,06037291210,2912.10,Census Tract 2912.10,G5020,S,1242662,0,+33.8886904,-118.2870814,1807903.29297,5774.76507131,A06037291210,291210,,3,US,704,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,57
705,06,037,134904,06037134904,1349.04,Census Tract 1349.04,G5020,S,1031886,7874,+34.1914626,-118.5803105,1523442.75781,5781.8738158,A06037134904,134904,,4,US,705,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,56
706,06,037,132700,06037132700,1327,Census Tract 1327,G5020,S,1310875,10477,+34.1888959,-118.5257626,1935971.91016,5785.96570566,A06037132700,132700,,5,US,706,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,62
707,06,037,120105,06037120105,1201.05,Census Tract 1201.05,G5020,S,550918,0,+34.2340798,-118.4488025,807956.433594,5816.47884096,A06037120105,120105,,6,US,707,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,44
708,06,037,132300,06037132300,1323,Census Tract 1323,G5020,S,1278601,0,+34.1974433,-118.5273253,1873664.05859,5820.83350074,A06037132300,132300,,7,US,708,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,47
709,06,037,291130,06037291130,2911.30,Census Tract 2911.30,G5020,S,1291463,0,+33.9024424,-118.2871419,1879508.92578,5828.83433707,A06037291130,291130,,8,US,709,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,64
710,06,037,276604,06037276604,2766.04,Census Tract 2766.04,G5020,S,838359,0,+33.9571656,-118.4248557,1221643.53125,5829.2207772,A06037276604,276604,,9,US,710,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,47
711,06,037,186203,06037186203,1862.03,Census Tract 1862.03,G5020,S,842700,0,+34.1150031,-118.2153416,1232506.39453,5833.18956378,A06037186203,186203,,10,US,711,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,72
712,06,037,239202,06037239202,2392.02,Census Tract 2392.02,G5020,S,1275621,0,+33.9856782,-118.2649765,1860057.47656,5836.3460028,A06037239202,239202,,11,US,712,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,35
713,06,037,238400,06037238400,2384,Census Tract 2384,G5020,S,1301547,0,+33.9563491,-118.3089917,1896565.16016,5843.9852301,A06037238400,238400,,12,US,713,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,60
714,06,037,125100,06037125100,1251,Census Tract 1251,G5020,S,1298673,0,+34.1648811,-118.3921251,1901617.13281,5854.13120634,A06037125100,125100,,13,US,714,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,39
715,06,037,125200,06037125200,1252,Census Tract 1252,G5020,S,1303249,498,+34.1667371,-118.3844985,1909052.09766,5854.57636952,A06037125200,125200,,14,US,715,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,42
716,06,037,131800,06037131800,1318,Census Tract 1318,G5020,S,1315591,0,+34.2047091,-118.5273080,1928190.24219,5868.42114625,A06037131800,131800,,15,US,716,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,62
717,06,037,131900,06037131900,1319,Census Tract 1319,G5020,S,1318217,0,+34.2047193,-118.5098593,1932046.17969,5875.75935687,A06037131900,131900,,16,US,717,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,72
718,06,037,603200,06037603200,6032,Census Tract 6032,G5020,S,1105764,33318,+33.8701465,-118.3023094,1656466.87109,8059.6357118,A06037603200,603200,,17,US,718,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
719,06,037,183104,06037183104,1831.04,Census Tract 1831.04,G5020,S,662254,4556,+34.1215773,-118.1746179,975406.546875,5929.32287859,A06037183104,183104,,18,US,719,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,58
720,06,037,104403,06037104403,1044.03,Census Tract 1044.03,G5020,S,693083,0,+34.2587946,-118.4344932,1017108.32422,5936.15838519,A06037104403,104403,,19,US,720,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,78
721,06,037,320100,06037320100,3201,Census Tract 3201,G5020,S,1900529,0,+34.2948569,-118.4273951,2791433.28125,7961.81327486,A06037320100,320100,,20,US,721,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
722,06,037,201110,06037201110,2011.10,Census Tract 2011.10,G5020,S,1013912,0,+34.0948043,-118.1743332,1482214.15234,5965.6112765,A06037201110,201110,,21,US,722,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,52
723,06,037,276400,06037276400,2764,Census Tract 2764,G5020,S,1275965,0,+33.9668881,-118.4095017,1859734.48438,5967.60959669,A06037276400,276400,,22,US,723,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,70
724,06,037,117301,06037117301,1173.01,Census Tract 1173.01,G5020,S,1331906,0,+34.2421587,-118.4896512,1953830.07422,5977.99058364,A06037117301,117301,,23,US,724,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,86
725,06,037,120020,06037120020,1200.20,Census Tract 1200.20,G5020,S,537593,14554,+34.2188235,-118.4548516,809515.761719,5996.07325606,A06037120020,120020,,24,US,725,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,34
726,06,037,102103,06037102103,1021.03,Census Tract 1021.03,G5020,S,1186484,0,+34.2250792,-118.3541880,1739800.37891,6028.75129958,A06037102103,102103,,25,US,726,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,64
727,06,037,294421,06037294421,2944.21,Census Tract 2944.21,G5020,S,673257,0,+33.7902748,-118.2975505,977270.714844,6032.29258954,A06037294421,294421,,26,US,727,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,43
728,06,037,121600,06037121600,1216,Census Tract 1216,G5020,S,1139500,0,+34.2110681,-118.4105906,1670355.80078,6038.28097243,A06037121600,121600,,27,US,728,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,75
729,06,037,199120,06037199120,1991.20,Census Tract 1991.20,G5020,S,943132,18746,+34.0700703,-118.1996896,1405331.5625,6067.51581155,A06037199120,199120,,28,US,729,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,24
